###RTT Client: ************************************************************ 
###RTT Client: *               SEGGER Microcontroller GmbH                * 
###RTT Client: *   Solutions for real time microcontroller applications   * 
###RTT Client: ************************************************************ 
###RTT Client: *                                                          * 
###RTT Client: *       (c) 2012 - 2016  SEGGER Microcontroller GmbH       * 
###RTT Client: *                                                          * 
###RTT Client: *     www.segger.com     Support: support@segger.com       * 
###RTT Client: *                                                          * 
###RTT Client: ************************************************************ 
###RTT Client: *                                                          * 
###RTT Client: * SEGGER J-Link RTT Client   Compiled Mar  5 2026 11:08:33 * 
###RTT Client: *                                                          * 
###RTT Client: ************************************************************ 

###RTT Client: -----------------------------------------------
###RTT Client: Connecting to J-Link RTT Server via localhost:19021 ............................
###RTT Client: Connected.

SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link V9.7, SN=602712484
Process: Ozone

###RTT Client: Connection lost. Going to reconnect.
###RTT Client: Connecting to J-Link RTT Server via localhost:19021 ...
###RTT Client: Connected.

SEGGER J-Link V9.18 - Real time terminal output
SEGGER J-Link V9.7, SN=602712484
Process: Ozone
time,gx,gy,gz
2694,-935,244,-139
2696,-936,244,-139
2698,-937,244,-139
2700,-937,244,-139
2702,-938,244,-140
2704,-939,244,-140
2706,-940,244,-140
2708,-940,244,-140
2710,-940,244,-141
2712,-941,244,-141
2714,-941,244,-141
2716,-941,245,-141
2718,-941,245,-141
2720,-941,244,-141
2722,-941,244,-142
2724,-941,245,-142
2726,-940,245,-142
2728,-940,246,-142
2730,-939,246,-142
2732,-938,247,-142
2734,-938,248,-142
2736,-936,249,-142
2738,-935,248,-141
2740,-933,248,-141
2742,-932,249,-141
2744,-930,249,-141
2746,-928,250,-140
2748,-926,251,-140
2750,-924,252,-140
2752,-922,253,-140
2754,-920,254,-139
2756,-918,255,-139
2758,-916,255,-138
2760,-915,256,-138
2762,-912,257,-138
2764,-910,257,-137
2766,-909,257,-137
2768,-907,257,-136
2770,-905,256,-136
2772,-904,256,-136
2774,-903,255,-135
2776,-902,254,-135
2778,-901,253,-135
2780,-900,253,-135
2782,-899,254,-134
2784,-898,254,-134
2786,-897,255,-134
2788,-896,256,-134
2790,-895,256,-133
2792,-894,257,-133
2794,-893,257,-133
2796,-892,257,-132
2798,-891,257,-132
2800,-890,256,-132
2802,-888,256,-132
2804,-888,256,-131
2806,-887,256,-131
2808,-887,256,-131
2810,-887,256,-131
2812,-888,257,-131
2814,-889,257,-131
2816,-889,258,-131
2818,-890,258,-132
2820,-890,259,-132
2822,-890,260,-132
2824,-890,261,-132
2826,-890,261,-132
2828,-889,261,-131
2830,-888,261,-131
2832,-888,260,-131
2834,-886,260,-131
2836,-884,260,-130
2838,-883,261,-130
2840,-881,262,-129
2842,-880,262,-129
2844,-879,263,-129
2846,-877,263,-128
2848,-876,264,-128
2850,-875,265,-127
2852,-874,266,-127
2854,-874,266,-127
2856,-873,267,-127
2858,-872,267,-126
2860,-872,267,-126
2862,-871,267,-126
2864,-871,268,-125
2866,-870,269,-125
2868,-870,270,-125
2870,-869,272,-124
2872,-868,273,-124
2874,-866,274,-123
2876,-864,275,-122
2878,-863,276,-122
2880,-861,277,-121
2882,-859,277,-120
2884,-857,278,-120
2886,-855,279,-119
2888,-853,279,-118
2890,-852,280,-118
2892,-850,280,-117
2894,-848,281,-117
2896,-847,281,-116
2898,-845,282,-116
2900,-843,282,-115
2902,-842,283,-115
2904,-841,283,-114
2906,-840,284,-114
2908,-839,284,-114
2910,-838,285,-113
2912,-837,285,-113
2914,-836,286,-113
2916,-835,286,-113
2918,-834,287,-112
2920,-834,287,-112
2922,-833,287,-112
2924,-832,287,-112
2926,-832,287,-112
2928,-832,286,-112
2930,-832,285,-112
2932,-831,284,-112
2934,-830,283,-112
2936,-830,282,-112
2938,-829,282,-111
2940,-828,281,-111
2942,-827,281,-111
2944,-826,281,-111
2946,-825,281,-111
2948,-825,282,-111
2950,-824,282,-110
2952,-823,282,-110
2954,-822,283,-110
2956,-821,283,-110
2958,-820,283,-109
2960,-819,284,-109
2962,-818,284,-109
2964,-817,284,-109
2966,-817,284,-109
2968,-816,284,-108
2970,-815,284,-108
2972,-814,284,-108
2974,-813,284,-108
2976,-812,284,-107
2978,-811,284,-107
2980,-811,283,-107
2994,-807,282,-106
2996,-806,282,-106
2998,-805,282,-106
3000,-804,282,-105
3002,-803,283,-105
3004,-802,283,-105
3016,-802,283,-106
3018,-801,282,-105
3020,-800,282,-105
3022,-799,282,-105
3024,-798,282,-105
3026,-797,283,-105
3028,-796,283,-105
3030,-795,283,-104
3032,-795,284,-104
3034,-794,284,-104
3036,-793,284,-104
3038,-792,285,-104
3040,-792,285,-104
3042,-792,286,-104
3044,-792,287,-104
3046,-791,289,-104
3048,-791,290,-104
3050,-790,291,-104
3052,-789,292,-104
3054,-788,293,-104
3056,-786,294,-104
3058,-786,294,-104
3060,-785,295,-104
3062,-784,295,-104
3064,-784,296,-104
3066,-784,296,-104
3068,-783,297,-104
3070,-784,298,-104
3072,-784,299,-104
3074,-784,300,-104
3076,-785,301,-105
3078,-785,302,-105
3080,-785,303,-105
3082,-785,303,-105
3084,-784,304,-105
3086,-784,304,-105
3088,-784,304,-105
3090,-784,304,-105
3092,-783,305,-105
3094,-783,305,-105
3096,-783,306,-105
3098,-783,307,-105
3100,-783,308,-105
3102,-784,309,-105
3104,-784,310,-105
3106,-784,311,-105
3108,-784,312,-105
3110,-784,314,-105
3112,-784,315,-105
3114,-784,316,-105
3116,-784,317,-105
3118,-783,318,-105
3120,-782,320,-105
3122,-782,321,-105
3124,-781,323,-104
3126,-781,324,-104
3128,-780,326,-104
3130,-780,327,-104
3132,-780,328,-104
3134,-780,330,-104
3136,-779,331,-104
3138,-779,333,-104
3140,-778,334,-104
3142,-778,336,-104
3144,-778,337,-104
3146,-778,337,-104
3148,-778,338,-104
3150,-778,338,-104
3152,-780,337,-104
3154,-781,335,-105
3156,-782,334,-105
3158,-782,333,-105
3160,-783,332,-105
3162,-783,331,-105
3164,-783,331,-105
3178,-794,327,-108
3180,-795,327,-109
3182,-796,328,-109
3184,-797,328,-109
3186,-798,328,-109
3188,-799,329,-109
3190,-799,329,-110
3192,-801,329,-110
3194,-802,330,-110
3196,-803,330,-111
3198,-804,331,-111
3200,-804,331,-111
3202,-805,332,-111
3204,-805,333,-111
3206,-805,333,-111
3208,-806,334,-111
3210,-806,334,-111
3212,-807,334,-112
3214,-807,334,-112
3216,-807,334,-112
3218,-808,334,-112
3220,-809,334,-112
3222,-809,334,-112
3224,-809,334,-112
3226,-810,334,-112
3228,-810,334,-112
3230,-811,334,-113
3232,-812,334,-113
3234,-813,334,-113
3236,-814,334,-113
3238,-815,334,-114
3240,-815,334,-114
3242,-816,334,-114
3244,-817,334,-114
3246,-818,334,-114
3248,-819,334,-115
3250,-821,334,-115
3252,-822,334,-116
3254,-824,333,-116
3256,-825,333,-117
3258,-827,333,-117
3260,-829,332,-118
3262,-830,332,-118
3264,-832,332,-119
3266,-834,332,-119
3268,-835,332,-120
3270,-837,332,-120
3272,-838,332,-121
3274,-840,332,-121
3276,-841,332,-121
3278,-842,332,-122
3280,-844,332,-122
3282,-844,332,-122
3284,-845,333,-123
3286,-846,333,-123
3288,-847,333,-123
3290,-848,333,-123
3292,-848,333,-124
3294,-848,333,-124
3296,-849,333,-124
3298,-849,333,-124
3300,-850,333,-124
3302,-850,333,-124
3304,-850,333,-124
3306,-851,333,-124
3308,-851,334,-125
3310,-852,334,-125
3312,-853,334,-125
3314,-854,334,-125
3316,-855,334,-126
3318,-856,334,-126
3320,-857,334,-126
3322,-858,334,-127
3324,-859,334,-127
3326,-859,334,-127
3328,-860,334,-127
3330,-861,334,-128
3332,-862,334,-128
3334,-863,334,-128
3336,-864,334,-128
3338,-865,334,-129
3340,-866,333,-129
3342,-867,333,-129
3344,-868,333,-130
3346,-869,333,-130
3348,-870,333,-130
3350,-871,333,-131
3352,-872,333,-131
3354,-873,333,-131
3356,-874,332,-132
3358,-876,332,-132
3360,-877,332,-132
3362,-877,332,-133
3364,-878,332,-133
3366,-880,332,-133
3368,-881,331,-134
3370,-882,331,-134
3372,-883,331,-134
3374,-884,331,-135
3376,-885,331,-135
3378,-885,331,-135
3380,-886,331,-135
3382,-887,331,-136
3384,-888,331,-136
3386,-889,331,-136
3388,-890,330,-137
3390,-891,331,-137
3392,-892,330,-137
3394,-892,330,-137
3396,-893,330,-138
3398,-894,331,-138
3400,-894,331,-138
3402,-895,331,-138
3404,-895,330,-139
3406,-896,330,-139
3408,-897,330,-139
3410,-898,330,-139
3412,-899,330,-140
3414,-900,330,-140
3416,-900,330,-140
3418,-901,330,-140
3420,-902,330,-141
3422,-902,329,-141
3424,-903,329,-141
3426,-903,329,-141
3428,-904,330,-141
3430,-904,330,-142
3432,-905,330,-142
3434,-905,330,-142
3436,-906,330,-142
3438,-906,330,-142
3440,-906,330,-142
3442,-907,330,-142
3444,-907,330,-143
3446,-908,330,-143
3448,-908,330,-143
3450,-909,330,-143
3452,-910,329,-143
3454,-910,329,-144
3456,-911,329,-144
3458,-911,329,-144
3460,-912,329,-144
3462,-912,330,-144
3464,-912,330,-144
3466,-913,329,-145
3468,-913,329,-145
3470,-914,329,-145
3472,-914,330,-145
3474,-914,330,-145
3476,-915,329,-145
3478,-915,330,-145
3480,-915,329,-145
3482,-916,329,-146
3484,-916,329,-146
3486,-917,330,-146
3488,-917,330,-146
3490,-917,330,-146
3492,-917,330,-146
3494,-917,331,-146
3496,-917,331,-146
3498,-917,331,-146
3500,-917,331,-146
3502,-918,331,-146
3504,-918,331,-146
3506,-918,331,-146
3508,-918,331,-146
3510,-918,331,-146
3512,-918,332,-146
3514,-919,332,-147
3516,-919,332,-147
3518,-919,332,-147
3520,-920,332,-147
3522,-920,332,-147
3524,-921,332,-147
3526,-921,332,-147
3528,-922,332,-147
3530,-922,332,-148
3532,-923,332,-148
3534,-923,332,-148
3536,-924,331,-148
3538,-924,331,-148
3540,-925,331,-148
3542,-925,331,-149
3556,-928,331,-150
3558,-928,331,-150
3560,-929,331,-150
3562,-929,331,-150
3564,-930,332,-150
3566,-930,332,-150
3568,-931,332,-150
3570,-931,332,-151
3572,-931,332,-151
3574,-932,332,-151
3576,-932,332,-151
3578,-933,332,-151
3580,-933,332,-151
3582,-934,332,-152
3584,-934,332,-152
3586,-934,332,-152
3588,-934,332,-152
3590,-934,333,-152
3592,-935,333,-152
3594,-935,333,-152
3596,-935,333,-152
3598,-935,333,-152
3600,-935,333,-152
3602,-935,333,-152
3604,-935,333,-152
3606,-935,333,-152
3608,-935,333,-152
3610,-935,333,-152
3612,-935,333,-152
3614,-935,333,-153
3616,-936,333,-153
3618,-935,332,-153
3620,-935,332,-153
3622,-935,333,-153
3624,-935,333,-153
3626,-935,333,-153
3628,-936,333,-153
3630,-936,333,-153
3632,-936,333,-153
3634,-936,334,-153
3636,-936,334,-153
3638,-936,334,-153
3640,-936,335,-153
3642,-936,335,-153
3644,-935,335,-153
3646,-935,335,-153
3648,-935,335,-153
3650,-935,336,-153
3652,-935,336,-153
3654,-935,336,-153
3656,-934,336,-153
3658,-934,337,-153
3660,-934,337,-153
3662,-933,337,-152
3664,-933,337,-152
3666,-933,338,-152
3668,-933,338,-152
3670,-933,338,-152
3672,-933,338,-152
3674,-933,338,-152
3676,-932,338,-152
3678,-932,338,-152
3680,-932,338,-152
3682,-932,339,-152
3684,-931,339,-152
3686,-931,339,-152
3688,-931,339,-152
3690,-931,339,-152
3692,-931,339,-152
3694,-931,339,-152
3696,-930,339,-152
3698,-930,339,-152
3700,-930,340,-151
3702,-930,340,-151
3716,-930,342,-151
3718,-930,342,-151
3720,-930,342,-151
3722,-930,342,-151
3724,-930,342,-151
3738,-931,343,-152
3740,-931,343,-152
3742,-931,343,-152
3744,-931,344,-152
3746,-931,344,-152
3748,-931,344,-152
3750,-931,344,-152
3752,-931,344,-152
3754,-931,344,-152
3756,-931,344,-152
3758,-931,345,-152
3760,-931,345,-152
3762,-931,346,-152
3764,-931,346,-152
3766,-931,346,-152
3768,-931,346,-152
3770,-931,347,-152
3772,-931,347,-152
3774,-931,347,-152
3776,-930,347,-152
3778,-930,347,-151
3780,-930,347,-151
3782,-930,347,-151
3784,-930,348,-151
3786,-929,348,-151
3788,-929,348,-151
3790,-929,348,-151
3792,-929,348,-151
3794,-929,349,-151
3796,-929,349,-151
3798,-929,349,-151
3800,-929,349,-151
3802,-929,349,-151
3804,-929,350,-151
3806,-929,350,-151
3808,-929,350,-151
3810,-929,350,-151
3812,-929,349,-151
3814,-929,350,-151
3816,-929,349,-151
3818,-929,350,-151
3820,-929,350,-151
3822,-929,350,-151
3824,-929,350,-151
3826,-928,350,-151
3828,-928,351,-151
3830,-928,351,-151
3832,-928,351,-151
3834,-928,351,-151
3836,-927,351,-151
3838,-927,351,-151
3840,-927,351,-150
3842,-927,351,-150
3844,-926,352,-150
3846,-926,352,-150
3848,-925,352,-150
3850,-925,352,-150
3852,-925,353,-150
3854,-924,353,-149
3856,-924,353,-149
3858,-923,354,-149
3860,-923,354,-149
3862,-923,354,-149
3864,-923,354,-149
3866,-923,355,-149
3868,-923,355,-149
3870,-922,355,-149
3872,-922,355,-149
3874,-922,355,-149
3876,-922,355,-149
3878,-922,355,-149
3880,-922,355,-148
3882,-921,355,-148
3884,-921,355,-148
3886,-921,355,-148
3888,-921,355,-148
3890,-921,355,-148
3892,-921,355,-148
3894,-921,355,-148
3896,-921,355,-148
3898,-921,355,-148
3900,-921,355,-148
3902,-921,355,-148
3904,-921,355,-148
3906,-921,355,-148
3930,-921,355,-148
3932,-921,355,-148
3934,-921,355,-148
3936,-920,356,-148
3938,-920,356,-148
3940,-920,356,-148
3954,-919,357,-147
3956,-918,357,-147
3958,-918,357,-147
3960,-918,357,-147
3962,-918,357,-147
3976,-917,357,-146
3978,-916,357,-146
3980,-916,357,-146
3982,-916,357,-146
3984,-916,357,-146
3986,-916,357,-146
3998,-917,359,-146
4000,-917,359,-146
4002,-917,359,-146
4004,-917,359,-146
4006,-917,359,-146
4008,-918,360,-146
4010,-918,360,-146
4012,-918,360,-146
4014,-919,360,-146
4016,-919,361,-146
4018,-919,361,-146
4020,-920,361,-147
4022,-921,361,-147
4024,-921,361,-147
4026,-922,361,-147
4028,-922,362,-147
4030,-922,362,-147
4032,-923,362,-147
4034,-923,362,-148
4036,-923,362,-148
4038,-923,363,-148
4040,-924,363,-148
4042,-924,363,-148
4044,-924,363,-148
4046,-924,363,-148
4048,-925,364,-148
4050,-925,364,-148
4052,-925,364,-148
4054,-925,364,-149
4056,-925,364,-149
4058,-925,364,-149
4060,-925,364,-149
4062,-924,364,-149
4064,-924,364,-148
4066,-924,364,-148
4068,-923,364,-148
4070,-923,363,-148
4072,-922,363,-148
4074,-923,363,-148
4076,-923,363,-148
4078,-923,363,-148
4080,-923,363,-148
4082,-924,363,-149
4084,-924,363,-149
4086,-925,363,-149
4088,-925,362,-149
4090,-925,362,-149
4092,-926,363,-149
4094,-926,362,-149
4096,-926,363,-149
4098,-926,363,-149
4100,-927,363,-149
4102,-927,363,-149
4104,-928,363,-150
4106,-929,364,-150
4108,-930,364,-150
4110,-931,364,-150
4112,-931,365,-150
4114,-932,365,-151
4116,-933,365,-151
4118,-933,365,-151
4120,-934,365,-151
4122,-935,365,-151
4124,-935,366,-152
4126,-936,366,-152
4128,-937,366,-152
4130,-938,367,-152
4132,-939,367,-153
4134,-940,367,-153
4136,-941,368,-154
4138,-943,367,-154
4140,-944,367,-155
4142,-945,366,-155
4144,-946,364,-156
4146,-947,362,-156
4148,-947,361,-156
4150,-947,360,-156
4152,-947,359,-156
4154,-947,358,-156
4156,-948,358,-156
4158,-949,358,-156
4160,-950,358,-157
4162,-951,358,-157
4164,-951,359,-157
4166,-952,359,-157
4168,-953,360,-157
4170,-953,360,-158
4172,-954,361,-158
4174,-955,361,-158
4176,-956,361,-159
4178,-957,360,-159
4180,-958,360,-159
4182,-959,359,-159
4184,-959,359,-160
4186,-959,358,-160
4188,-960,357,-160
4190,-960,356,-160
4192,-961,355,-160
4194,-961,355,-160
4196,-962,354,-161
4198,-963,354,-161
4200,-964,353,-161
4202,-965,353,-161
4204,-966,353,-162
4206,-966,353,-162
4208,-967,354,-162
4210,-968,354,-162
4212,-969,354,-163
4214,-970,354,-163
4216,-970,354,-163
4218,-971,353,-163
4220,-972,353,-164
4222,-973,353,-164
4224,-974,352,-164
4226,-975,352,-165
4228,-975,351,-165
4230,-976,351,-165
4232,-976,350,-165
4234,-977,350,-165
4236,-978,349,-166
4238,-979,349,-166
4240,-979,349,-166
4242,-980,348,-166
4244,-981,348,-167
4246,-982,348,-167
4248,-982,348,-167
4250,-984,348,-168
4252,-984,348,-168
4254,-985,348,-168
4256,-986,348,-169
4258,-988,348,-169
4260,-988,348,-169
4262,-989,347,-170
4264,-990,347,-170
4266,-991,346,-170
4268,-992,346,-171
4270,-992,345,-171
4272,-993,345,-171
4274,-994,345,-171
4276,-995,345,-171
4278,-995,345,-172
4280,-996,345,-172
4282,-997,344,-172
4284,-997,344,-172
4286,-998,345,-173
4288,-998,345,-173
4290,-999,345,-173
4292,-999,344,-173
4294,-1000,344,-173
4296,-1001,344,-174
4298,-1002,343,-174
4300,-1002,343,-174
4302,-1003,343,-175
4304,-1004,343,-175
4306,-1005,342,-175
4308,-1006,342,-176
4310,-1006,342,-176
4312,-1007,342,-176
4314,-1008,342,-176
4316,-1008,341,-176
4318,-1009,342,-177
4320,-1009,341,-177
4322,-1010,341,-177
4324,-1011,341,-178
4326,-1012,341,-178
4328,-1013,340,-178
4330,-1015,340,-179
4332,-1017,340,-180
4334,-1018,340,-180
4336,-1019,340,-181
4338,-1021,339,-181
4340,-1023,340,-182
4342,-1024,339,-183
4344,-1026,339,-183
4346,-1028,338,-184
4348,-1029,338,-185
4350,-1030,338,-185
4352,-1029,338,-185
4354,-1027,339,-184
4356,-1025,340,-184
4358,-1021,341,-183
4360,-1018,342,-182
4362,-1016,344,-182
4364,-1015,344,-181
4366,-1014,344,-181
4368,-1014,345,-181
4370,-1013,346,-181
4372,-1011,347,-181
4374,-1010,348,-180
4376,-1007,350,-180
4378,-1005,351,-179
4380,-1003,352,-178
4382,-1002,353,-178
4384,-1001,354,-178
4386,-1000,354,-177
4388,-999,354,-177
4390,-998,353,-177
4392,-998,353,-177
4394,-998,352,-177
4396,-997,352,-177
4398,-997,352,-176
4400,-996,351,-176
4402,-996,351,-176
4404,-996,351,-176
4406,-995,351,-176
4408,-995,351,-176
4410,-995,351,-176
4412,-995,351,-176
4414,-995,352,-176
4416,-995,352,-176
4418,-994,352,-176
4420,-994,353,-176
4422,-994,353,-176
4424,-993,353,-175
4426,-993,353,-175
4428,-993,354,-175
4430,-993,354,-175
4432,-992,354,-175
4434,-992,354,-175
4436,-991,354,-175
4438,-991,355,-175
4440,-990,355,-175
4442,-989,355,-174
4444,-989,355,-174
4446,-988,356,-174
4460,-984,360,-173
4462,-983,360,-173
4464,-982,360,-172
4466,-981,361,-172
4468,-980,361,-172
4470,-979,361,-171
4472,-979,362,-171
4474,-978,362,-171
4476,-978,362,-171
4478,-978,363,-171
4480,-977,364,-171
4482,-977,364,-171
4484,-976,365,-170
4486,-976,366,-170
4488,-976,367,-170
4490,-976,367,-170
4492,-975,368,-170
4494,-975,368,-170
4496,-974,368,-170
4498,-973,368,-170
4500,-973,368,-170
4502,-972,368,-169
4504,-971,368,-169
4506,-970,368,-169
4508,-969,367,-169
4510,-968,367,-168
4512,-967,366,-168
4514,-966,366,-168
4516,-965,366,-167
4518,-965,366,-167
4520,-965,366,-167
4522,-965,367,-168
4524,-965,368,-167
4526,-965,369,-167
4528,-964,370,-167
4530,-964,371,-167
4532,-963,372,-167
4534,-961,372,-166
4536,-960,373,-166
4538,-960,373,-166
4540,-959,373,-166
4542,-958,373,-165
4544,-958,374,-165
4546,-957,373,-165
4548,-956,374,-164
4550,-955,375,-164
4552,-954,375,-164
4554,-953,376,-163
4556,-952,376,-163
4558,-951,376,-163
4560,-950,377,-162
4562,-949,377,-162
4564,-949,377,-162
4566,-948,378,-162
4568,-947,378,-161
4570,-947,378,-161
4572,-946,379,-161
4574,-946,379,-161
4576,-945,379,-160
4578,-944,380,-160
4580,-943,380,-160
4582,-943,380,-159
4584,-942,381,-159
4586,-941,381,-159
4588,-941,381,-159
4590,-940,382,-158
4592,-939,382,-158
4594,-939,382,-158
4596,-938,383,-157
4598,-937,383,-157
4600,-937,384,-157
4602,-936,384,-157
4604,-936,384,-156
4606,-935,384,-156
4608,-934,385,-156
4610,-934,385,-156
4612,-934,385,-156
4614,-933,385,-155
4616,-933,386,-155
4618,-933,386,-155
4630,-931,385,-154
4632,-931,385,-154
4634,-930,385,-154
4636,-930,385,-153
4638,-929,385,-153
4640,-929,385,-153
4654,-926,384,-152
4656,-925,384,-152
4658,-925,384,-151
4660,-925,384,-151
4662,-924,384,-151
4676,-925,384,-151
4678,-925,384,-151
4680,-925,385,-151
4682,-926,385,-151
4684,-926,385,-151
4686,-926,386,-151
4698,-927,390,-151
4700,-927,391,-151
4702,-927,392,-150
4704,-926,393,-150
4706,-926,393,-150
4708,-925,394,-149
4710,-925,395,-149
4712,-925,397,-149
4714,-924,398,-149
4716,-924,399,-149
4718,-924,400,-149
4720,-925,401,-149
4722,-925,402,-149
4724,-926,403,-149
4726,-927,403,-150
4728,-928,404,-150
4730,-929,405,-150
4732,-931,406,-151
4734,-932,406,-151
4736,-934,407,-152
4738,-936,408,-153
4740,-937,409,-153
4742,-939,410,-154
4744,-941,410,-155
4746,-943,410,-155
4748,-944,409,-156
4750,-946,409,-157
4752,-948,409,-157
4754,-950,408,-158
4756,-952,408,-159
4758,-954,407,-160
4760,-956,408,-161
4762,-958,408,-162
4764,-960,407,-162
4766,-962,407,-163
4768,-963,407,-163
4770,-964,406,-164
4772,-965,405,-164
4774,-965,404,-164
4776,-966,403,-165
4778,-967,402,-165
4780,-968,401,-165
4782,-968,400,-166
4784,-969,399,-166
4786,-970,398,-166
4788,-971,397,-167
4790,-972,396,-167
4792,-973,395,-168
4794,-974,395,-168
4796,-976,395,-169
4798,-977,395,-169
4800,-978,395,-170
4802,-979,394,-170
4804,-980,394,-171
4806,-981,394,-171
4808,-982,394,-172
4810,-984,394,-172
4812,-985,393,-173
4814,-987,392,-173
4816,-988,392,-174
4818,-989,391,-174
4820,-990,392,-175
4822,-991,391,-175
4824,-992,391,-176
4826,-992,390,-176
4828,-993,389,-176
4830,-993,389,-176
4832,-994,389,-176
4834,-994,390,-177
4836,-995,390,-177
4838,-995,390,-177
4840,-996,390,-177
4842,-996,390,-178
4844,-997,390,-178
4846,-997,390,-178
4848,-997,390,-178
4850,-998,390,-179
4852,-999,389,-179
4854,-999,389,-179
4856,-1000,389,-179
4858,-1000,388,-180
4860,-1001,387,-180
4862,-1002,387,-180
4864,-1002,386,-180
4866,-1002,384,-180
4868,-1002,383,-181
4870,-1003,382,-181
4872,-1004,379,-182
4874,-1004,376,-182
4876,-1003,374,-182
4878,-1004,372,-182
4880,-1005,370,-182
4882,-1007,369,-183
4884,-1007,368,-183
4886,-1008,368,-184
4888,-1008,368,-184
4890,-1009,368,-184
4892,-1008,368,-184
4894,-1008,368,-184
4896,-1009,369,-184
4898,-1009,369,-184
4900,-1009,368,-184
4902,-1009,368,-184
4904,-1010,368,-184
4906,-1010,367,-185
4908,-1010,367,-185
4910,-1011,366,-185
4912,-1011,366,-185
4914,-1012,365,-185
4916,-1012,365,-185
4918,-1013,364,-186
4920,-1013,364,-186
4922,-1013,363,-186
4924,-1013,363,-186
4926,-1014,363,-186
4928,-1014,363,-187
4930,-1014,363,-187
4932,-1014,363,-187
4934,-1014,363,-187
4936,-1015,363,-187
4938,-1015,363,-187
4940,-1015,363,-187
4942,-1015,363,-187
4944,-1015,364,-187
4946,-1015,363,-187
4948,-1015,363,-187
4950,-1015,363,-188
4952,-1015,363,-188
4954,-1015,362,-188
4956,-1015,363,-188
4958,-1014,363,-188
4960,-1014,363,-188
4962,-1014,363,-188
4964,-1014,363,-188
4966,-1014,363,-188
4968,-1014,363,-188
4970,-1014,363,-188
4972,-1014,363,-188
4974,-1013,363,-188
4976,-1013,363,-188
4978,-1013,363,-188
4992,-1009,363,-187
4994,-1008,363,-187
4996,-1008,363,-187
4998,-1007,363,-187
5000,-1006,363,-187
5014,-1003,364,-186
5016,-1003,364,-186
5018,-1003,364,-186
5020,-1002,364,-186
5022,-1001,364,-186
5036,-998,365,-185
5038,-998,365,-185
5040,-998,364,-185
5042,-998,364,-185
5044,-997,365,-185
5058,-994,365,-184
5060,-994,365,-184
5062,-993,365,-184
5064,-993,365,-184
5066,-992,366,-184
5068,-992,366,-184
5070,-993,366,-184
5072,-993,366,-185
5074,-993,367,-185
5076,-991,368,-184
5078,-990,369,-184
5080,-989,370,-184
5082,-989,370,-184
5084,-989,370,-184
5086,-988,371,-183
5088,-987,371,-183
5090,-986,372,-183
5092,-985,372,-183
5094,-984,372,-183
5096,-983,373,-182
5098,-982,373,-182
5100,-981,373,-182
5102,-980,374,-182
5104,-979,375,-181
5106,-978,375,-181
5108,-977,376,-181
5110,-976,377,-181
5112,-975,378,-180
5114,-974,379,-180
5116,-973,380,-180
5118,-972,380,-179
5120,-970,381,-179
5122,-969,382,-178
5124,-967,382,-178
5126,-966,383,-177
5128,-964,383,-177
5130,-962,383,-176
5132,-961,383,-176
5134,-960,384,-176
5136,-959,384,-175
5138,-957,385,-175
5140,-955,386,-174
5142,-954,386,-173
5144,-952,387,-173
5146,-951,388,-172
5148,-949,388,-172
5150,-948,388,-171
5152,-946,388,-171
5154,-945,389,-170
5156,-944,389,-170
5158,-943,389,-169
5160,-942,389,-169
5162,-941,390,-169
5164,-940,391,-168
5166,-939,391,-168
5168,-938,391,-168
5170,-937,392,-167
5172,-936,393,-167
5174,-935,393,-166
5176,-934,393,-166
5178,-933,393,-166
5180,-933,394,-166
5182,-932,394,-165
5184,-931,394,-165
5186,-930,395,-165
5188,-930,395,-164
5190,-929,395,-164
5192,-928,396,-164
5194,-927,396,-163
5196,-926,396,-163
5198,-925,396,-163
5200,-925,397,-162
5202,-924,397,-162
5204,-923,398,-162
5206,-922,398,-161
5208,-922,398,-161
5210,-921,398,-161
5212,-920,399,-161
5214,-920,399,-161
5216,-919,399,-160
5218,-919,399,-160
5220,-918,398,-160
5222,-918,398,-160
5224,-918,398,-160
5226,-917,398,-159
5228,-917,398,-159
5230,-916,398,-159
5232,-915,398,-159
5234,-914,398,-158
5236,-914,398,-158
5238,-913,398,-158
5240,-913,398,-158
5242,-912,399,-157
5244,-911,399,-157
5246,-911,399,-157
5248,-910,399,-157
5250,-909,399,-156
5252,-909,399,-156
5254,-909,400,-156
5256,-908,400,-156
5258,-908,400,-156
5260,-908,401,-156
5262,-907,401,-155
5264,-907,402,-155
5266,-907,403,-155
5268,-907,404,-155
5270,-907,405,-155
5272,-907,405,-155
5274,-907,406,-155
5276,-907,407,-155
5278,-907,407,-155
5280,-907,407,-155
5282,-906,407,-155
5284,-906,408,-155
5286,-906,408,-155
5288,-906,408,-154
5290,-905,408,-154
5292,-905,408,-154
5294,-905,408,-154
5296,-906,409,-155
5298,-906,410,-155
5300,-907,411,-155
5302,-907,411,-155
5304,-907,411,-155
5306,-907,411,-155
5308,-907,410,-155
5310,-907,410,-155
5312,-907,411,-155
5314,-906,410,-155
5316,-906,410,-155
5318,-906,410,-155
5320,-906,410,-155
5322,-906,409,-155
5324,-906,409,-155
5326,-906,409,-155
5328,-906,409,-155
5330,-906,408,-155
5332,-905,408,-155
5334,-905,408,-154
5336,-905,408,-154
5338,-905,408,-154
5340,-904,408,-154
5342,-904,407,-154
5344,-904,407,-154
